"A0002500","R0000100","R0000700","R0001010","R0001100","R0001200","R0001610","R0001800","R0010300","R0023500","R0029100","R0153800","R0153900","R0154000","R0154100","R0154300","R0154400","R0154500","R0170100","R0171800","R0214700","R0214800","R0217501","R0217502","R0217910","R0306700","R0307000","R0307100","R1021700","R1395100","R1395400","R3279401","R3400800","R3401501","R3403500","R3407700","R3407800","R6430800","R6430900","R6591300","R6592900","R6738700","R6749800","R6839600","R6909701","R7006400","R7006500","R7006600","R7006900","R7007000","R9909700","T3206901","T3308200","T3308700","T3495400","T3506500","T3976400","T3977400","T3977500","T3977600","T3987600","T3987800","T4112200","T4112700","T4113000","T4114600","T4114900"
445,1387,1,1,0,-4,1,1,9,11,0,2,2,3,4,4,4,2,-4,1,2,1,0,10,1,1,17,0,20,1,-4,3000,1,11,12,0,-4,0,-4,-4,-4,-4,-4,-4,0,1,166,1,1,0,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1388,1,1,0,-4,1,2,9,12,-4,2,2,3,3,3,3,2,-4,1,2,2,0,10,1,0,-4,0,-4,0,-4,0,-3,12,1,4,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1389,1,1,0,-4,1,1,2,14,-4,1,2,4,2,2,4,2,-4,1,2,2,0,6,-3,0,-4,0,0,0,-4,0,0,15,6,2,0,0,-4,857,158,-4,34,2,21700,4,67700,0,2,1,-999,-4,7860,2330,9130,50,-4,70000,-4,-4,50000,-4,4,4,19,1,14
445,1390,1,1,0,-4,1,1,2,16,-4,3,4,4,3,2,3,2,190,1,2,1,0,6,-3,0,-4,0,0,0,-4,0,0,12,5,0,-4,0,-4,287,804,925,36,-4,29000,2,-2,-3,2,1,32,-4,1270,9130,3130,-4,-4,81000,-4,-4,0,-4,4,4,12,1,9
445,1391,1,1,0,-4,1,1,5,12,0,2,3,3,2,2,4,2,372,0,2,2,0,6,0,0,-4,0,20,1,-4,0,0,10,0,4,10,0,-4,-4,-4,-4,-4,3,0,1,6144,1,3,3,-999,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1392,1,0,0,-4,1,1,9,7,0,3,3,2,3,-3,3,3,-4,0,3,2,1,2,0,0,-4,0,17,1,-4,800,-3,7,8,0,-4,0,-4,398,777,-4,-4,0,15550,1,15550,0,3,2,-998,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,1,3,7,2,15
445,1393,1,1,0,-4,1,2,9,13,0,3,3,4,2,3,2,2,-4,0,3,1,1,2,0,0,-4,0,18,4,-4,31000,0,12,12,2,8,0,-4,219,633,-4,56,-4,40000,4,42220,0,2,1,16,-4,380,150,3130,52,2,90000,-4,-4,72000,-4,2,3,15,1,18
445,1394,1,1,0,-4,1,1,9,14,0,2,2,3,2,2,4,2,-4,0,3,2,1,2,0,0,-4,0,19,0,-4,28000,0,15,8,2,8,0,-4,838,95,441,50,2,47000,4,50000,0,2,1,16,-4,8190,3130,150,52,2,70000,-4,-4,90000,-4,2,3,16,1,10
445,1395,1,1,0,-4,1,1,2,16,-4,1,2,3,1,2,3,3,144,1,3,2,0,3,0,0,-4,0,0,0,-4,9000,0,20,18,0,-4,0,-4,877,176,-4,50,0,46000,2,92500,0,2,1,-998,-4,9160,2040,2850,48,1,68000,-4,-4,30000,-4,3,3,20,1,23
445,1396,1,1,0,-4,1,1,2,12,-4,3,3,3,1,3,3,3,31,1,3,1,0,3,0,0,-4,0,-4,1,-4,23000,0,12,3,0,-4,0,-4,759,516,-4,-4,-4,38000,1,-2,-3,1,0,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1397,1,1,0,-4,1,1,9,14,0,2,3,3,2,3,3,-2,430,0,3,1,2,3,0,1,21,0,17,2,-4,18000,-3,12,2,1,11,0,-4,69,856,-4,40,-4,40500,3,64500,0,2,1,7,-4,770,9600,5810,28,-4,48000,-4,-4,11000,-4,2,3,12,0,2
445,1398,1,1,0,-4,1,1,7,16,0,2,2,2,2,4,3,1,44,1,3,2,0,2,1,1,20,0,18,1,-4,0,1,15,7,1,5,1,22,-4,-4,11,45,2,0,4,12484,1,2,1,38,-4,8270,3600,2200,48,-4,10000,-4,-4,10000,-4,3,3,16,0,11
445,1399,1,0,1,1,1,1,7,16,-4,4,2,4,2,4,2,4,205,1,1,2,0,5,0,0,-4,0,18,0,-4,18000,0,14,5,1,2,0,-4,717,313,-4,60,2,36000,4,88100,0,2,1,18,-4,6990,5700,9990,-4,2,77000,-4,-4,-4,-4,2,3,14,1,5
445,1400,2,-4,1,1,-4,1,7,14,-4,1,4,3,4,2,1,4,-4,1,1,2,0,6,1,0,-4,0,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1401,1,1,1,1,1,1,7,-2,0,2,2,2,2,2,3,2,325,-2,1,2,1,6,1,0,-4,0,16,0,-4,0,1,8,6,2,4,-5,-5,779,275,630,40,7,12000,3,23000,0,2,1,13,-4,8290,8300,9620,-4,-4,0,-4,-4,0,-4,2,3,8,1,15
445,1402,1,1,1,1,1,1,7,16,-4,-3,-3,-3,-3,-3,-3,-3,372,1,1,2,0,4,0,0,-4,0,18,0,-4,25000,0,17,4,0,-4,0,-4,377,23,-4,55,1,69000,2,69150,0,3,3,81,-4,6270,1040,4810,50,1,122000,-4,-4,-4,-4,4,3,17,1,5
445,1403,1,1,1,1,1,1,7,16,0,2,3,3,4,3,3,2,245,1,1,1,0,6,-3,-5,-5,-5,18,0,-4,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,-4,-4,-4,12000,1,12000,0,1,0,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1404,1,1,1,1,1,1,7,13,-4,3,3,2,4,3,2,3,145,1,1,1,0,6,-3,-5,-5,-5,13,1,-4,13000,1,13,3,0,-4,0,-4,718,16,-4,-4,-4,20000,3,20000,0,2,1,36,-4,7070,4920,5400,20,-4,40000,-4,-4,10000,-4,4,3,14,1,5
445,1405,2,-4,1,1,1,1,1,12,0,2,3,2,2,3,3,3,530,0,1,1,0,5,1,1,18,1,17,1,15,20000,0,9,11,1,1,-5,-5,329,633,997,-2,-4,14000,7,14000,1,3,3,3,-4,8660,4130,-4,-4,-4,4680,-4,-4,-4,-4,2,-4,9,-4,18
445,1406,1,1,1,1,1,1,7,9,0,1,2,3,2,3,4,3,-4,-2,1,2,1,5,1,0,-4,0,15,2,15,14000,0,12,12,3,5,0,-4,739,23,-4,-4,6,12000,5,12000,1,3,2,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1407,1,1,0,-4,1,1,7,16,-4,2,2,4,2,2,4,1,152,1,3,2,0,4,0,0,-4,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,17,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1408,1,1,0,-4,1,1,0,12,-4,3,2,2,2,2,3,2,-4,0,3,1,0,5,-3,0,-4,0,15,4,-4,36000,0,14,11,1,2,3,23,369,48,-4,-4,-4,98700,1,99500,0,3,3,4,-4,2290,1430,-4,-4,5,137000,-4,-4,-4,-4,1,3,14,1,12
445,1409,1,1,0,-4,1,1,2,12,-4,1,2,2,2,3,4,2,-4,0,3,2,0,4,0,0,-4,0,0,0,-4,1800,1,12,6,2,4,0,-4,857,436,-4,40,2,-2,4,-2,-3,2,1,21,-4,8470,4020,7220,52,-4,0,-4,-4,55000,-4,2,3,12,0,8
445,1410,1,1,0,-4,1,1,2,16,0,2,2,3,1,2,3,2,145,0,3,2,0,3,-3,0,-4,0,19,0,-4,24800,0,12,8,1,10,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1411,1,1,0,-4,1,1,2,12,0,2,2,2,3,3,2,3,1,0,3,2,0,3,0,0,-4,0,14,5,15,3542,0,12,13,1,6,1,0,759,313,-4,40,1,17500,3,101300,0,2,1,48,-4,7470,4900,9990,-4,5,10000,-4,-4,-4,-4,2,3,14,1,32
445,1412,1,1,0,-4,1,1,1,12,-4,2,2,3,3,3,2,2,-4,0,3,2,0,3,-3,1,16,0,18,5,-4,10000,-3,12,12,1,8,0,-4,628,888,1,30,1,10000,2,10000,1,1,0,245,-4,8290,4020,800,-4,-4,10000,-4,-4,-4,-4,1,3,12,1,19
445,1413,1,1,1,1,1,1,7,11,0,3,3,1,3,4,4,4,-4,0,1,1,2,1,1,1,21,1,14,0,-4,6000,1,11,12,7,0,0,-4,69,844,-4,-4,-4,17000,3,17000,0,3,2,42,-4,770,6300,4720,-4,8,19440,-4,-4,0,-4,4,3,11,1,14
445,1414,1,1,1,1,1,2,2,8,0,3,2,3,2,3,3,3,-4,0,1,2,2,5,1,0,-4,0,18,0,-4,100,0,8,11,5,6,0,-4,669,433,-4,40,5,6000,5,56000,0,2,1,24,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1415,1,1,1,1,1,1,7,8,0,3,2,3,2,2,3,2,-4,0,1,2,1,3,1,0,-4,0,16,1,19,0,1,8,4,6,6,0,-4,-4,-4,-4,-4,7,0,3,3000,1,3,2,18,-4,8470,4600,-4,-4,8,0,-4,-4,-4,-4,5,3,12,1,13
445,1416,1,1,0,-4,1,1,2,10,0,1,3,2,1,2,3,2,-4,0,3,2,0,7,0,0,-4,0,18,0,-4,0,1,9,9,3,7,0,-4,769,19,-4,-4,3,50000,8,77000,0,2,1,0,-4,9090,3650,9990,-4,-4,22000,-4,-4,0,-4,3,3,12,0,19
445,1417,1,1,0,-4,1,1,2,16,-4,4,4,3,2,4,1,2,14,0,3,1,0,7,0,0,-4,0,12,3,13,8000,1,9,21,1,2,0,-4,69,534,-4,-4,-4,19000,6,19000,1,2,1,-999,-4,7680,7000,4720,-4,-4,28000,-4,-4,0,-4,8,3,12,0,35
445,1418,1,0,1,1,1,2,7,16,-4,1,2,4,3,2,4,2,180,1,1,1,0,5,0,1,8,0,17,1,-4,24000,0,12,2,2,0,0,-4,269,804,-4,40,-4,42000,5,60300,0,2,1,8,-4,4470,4710,5700,52,-4,49000,-4,-4,38000,-4,3,3,12,0,5
445,1419,1,0,1,1,1,2,7,12,0,2,2,4,2,1,1,3,-4,1,1,2,3,5,0,0,-4,0,0,0,-4,15000,0,9,11,2,7,0,-4,69,587,-4,-2,2,22000,2,25456,0,3,3,55,-4,5380,4700,-4,-4,-4,16800,-4,-4,-4,-4,4,3,12,1,17
445,1420,1,1,0,-4,1,1,0,12,-4,2,3,3,2,3,3,3,510,0,3,1,0,3,1,0,-4,0,-5,4,13,-5,-5,-5,-5,-5,-5,-5,-5,67,567,-4,30,-4,20000,1,20000,0,1,0,-998,-4,770,6220,4350,52,6,0,-4,-4,12000,-4,2,3,12,0,34
445,1421,1,1,0,-4,-3,1,2,12,0,3,2,3,2,3,3,3,144,1,3,2,0,5,0,0,-4,0,20,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,417,359,715,70,2,21000,4,-2,-3,2,1,39,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1422,1,1,0,-4,1,2,2,16,-4,3,2,3,1,1,3,2,372,1,3,2,0,5,0,0,-4,0,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1423,1,0,0,-4,1,2,0,14,0,3,3,2,2,4,3,2,926,0,3,2,1,4,-3,0,-4,0,0,1,-4,9000,0,12,8,5,3,0,-4,839,207,-4,45,5,26900,7,57900,0,2,1,13,-4,8190,3130,4250,-4,1,48000,-4,-4,0,-4,2,3,12,1,12
445,1424,1,1,0,-4,1,1,2,12,0,2,2,3,2,2,3,2,522,0,3,1,0,3,0,1,-3,1,13,3,14,30000,0,12,9,2,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,-4,770,6200,2320,26,4,129000,-4,-4,25400,-4,3,3,12,1,13
445,1425,1,1,0,-4,1,3,2,14,-4,3,3,3,2,3,3,-2,222,1,3,1,0,5,0,0,-4,0,16,2,-2,16800,0,12,5,1,0,0,-4,219,675,-4,-4,-4,37000,3,37000,0,2,1,10,-4,7690,7340,4230,42,1,48000,-4,-4,-4,-4,2,2,12,1,10
445,1426,1,1,0,-4,1,1,5,12,0,3,2,1,1,3,3,3,-4,0,3,2,0,3,0,0,-4,0,19,0,-4,23000,0,12,4,0,-4,0,-4,828,389,-4,45,1,-2,3,-2,-3,3,1,189,-4,7970,5930,800,-4,-4,40000,-4,-4,0,-4,3,3,12,1,5
445,1427,1,1,0,-4,1,1,7,16,-4,2,3,3,3,2,2,2,5,1,3,2,0,5,-3,0,-4,0,13,2,15,16000,0,14,13,0,-4,2,21,467,259,-4,-4,0,91000,1,91045,0,1,0,-998,-4,570,560,-4,-4,2,94000,-4,-4,-4,-4,1,3,14,1,20
445,1428,1,1,0,-4,1,1,0,12,0,2,2,3,2,2,3,2,-4,0,3,1,0,3,0,0,-4,1,18,1,-4,3000,0,12,4,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1429,1,1,0,-4,1,1,5,17,0,2,3,2,2,3,2,2,202,0,3,1,0,4,0,1,21,1,15,4,-4,18000,0,16,12,0,-4,6,20,809,13,-4,-4,-4,20000,1,20000,0,1,0,-998,-4,8590,2720,-4,-4,-4,65000,-4,-4,-4,-4,1,3,16,1,25
445,1430,1,1,0,-4,1,1,5,17,0,2,2,2,2,2,2,2,245,1,3,1,0,4,0,0,-4,0,16,1,-4,36000,0,16,2,0,-4,0,-4,739,64,4,40,-4,75000,2,-2,-3,2,1,-998,-4,7380,1020,1100,52,1,1000,-4,-4,86000,-4,2,3,16,1,6
445,1431,1,1,0,-4,1,2,7,12,-4,1,1,4,1,1,4,1,72,1,3,1,0,6,0,0,-4,0,18,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1432,1,1,0,-4,1,1,5,16,0,3,3,2,3,4,2,3,100,0,2,1,0,5,0,0,-4,0,0,0,-4,24000,0,16,5,1,1,0,-4,937,415,-4,40,-4,27000,3,48000,0,2,1,35,-4,9470,3700,2310,52,-4,65000,-4,-4,28000,-4,5,3,16,1,6
445,1433,1,1,0,-4,1,2,5,16,-4,2,2,3,3,3,3,3,23,1,2,1,0,5,0,0,-4,0,16,0,-4,27000,0,17,7,0,-4,0,-4,289,197,-4,45,-4,42000,2,116000,0,2,1,105,-4,1370,50,10,45,-4,65000,-4,-4,50000,-4,3,3,17,1,8
445,1434,1,1,0,-4,1,1,9,12,0,2,3,2,3,3,3,3,-4,0,3,1,0,3,0,0,-4,0,0,1,-4,10400,0,11,18,2,8,0,-4,778,453,220,40,-4,0,2,0,1,2,1,10,-4,4470,4220,5400,52,-4,28800,-4,-4,42400,-4,2,4,12,1,26
445,1435,1,1,0,-4,1,2,1,14,0,2,2,2,3,3,3,3,280,1,2,2,0,2,-3,0,-4,0,0,0,-4,4200,-3,12,6,3,-3,0,-4,609,877,331,41,3,16000,4,17000,0,3,1,26,-4,5380,4700,5550,-4,-4,23000,-4,-4,-4,-4,3,3,12,1,6
445,1436,1,1,0,-4,1,1,9,12,0,2,2,4,3,4,3,4,944,0,2,2,0,5,1,0,-4,0,-4,0,-4,0,1,11,1,3,-3,0,-4,-4,-4,-4,8,3,0,3,10920,1,3,3,72,1966,1680,4020,9720,52,3,17000,-4,-4,-4,-4,1,3,11,0,4
445,1437,1,1,0,-4,1,1,9,12,-4,4,3,3,3,3,2,3,925,1,2,2,0,5,1,0,-4,0,-4,0,-4,0,1,10,1,3,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-997,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1438,1,1,1,2,1,1,7,12,-4,3,2,2,3,3,3,4,75,0,2,2,0,5,1,0,-4,0,0,1,19,3000,1,12,7,3,1,0,-4,857,808,-4,-4,3,14000,3,14000,0,1,0,-997,-4,4980,520,-4,-4,2,38000,-4,-4,-4,-4,2,3,12,1,10
445,1439,1,1,1,2,1,1,7,17,0,2,3,2,3,2,3,3,301,1,2,2,0,5,1,0,-4,0,20,1,21,1000,-3,14,6,0,-4,1,0,-4,-4,-4,-4,1,0,2,8160,1,3,2,-999,-4,-4,-4,-4,-4,1,0,-4,-4,-4,-4,2,3,14,1,7
445,1440,1,1,0,-4,1,1,2,14,-4,1,2,3,2,2,4,3,183,0,2,2,0,6,1,0,-4,0,0,0,-4,0,1,13,5,4,5,0,-4,607,185,-4,-4,4,16000,4,16000,1,3,2,82,-4,8090,5400,-4,-4,1,20000,-4,-4,-4,-4,1,3,13,1,11
445,1441,1,1,1,1,1,1,7,7,-4,2,2,1,2,2,3,2,-4,0,1,2,0,6,0,0,-4,0,15,0,-4,14000,-3,7,6,0,-4,0,-4,208,777,-4,-4,0,24000,1,24000,0,1,0,-998,-2,3390,8140,8140,26,5,17000,-4,-4,-4,-4,1,3,7,1,11
445,1442,1,1,1,1,1,1,7,11,-4,2,2,2,3,4,2,3,-4,1,1,2,0,6,0,0,-4,0,17,0,-4,8000,0,12,10,1,3,0,-4,748,27,-4,40,2,20000,4,50000,0,2,1,50,-4,490,5110,8960,52,-4,48000,-4,-4,45000,-4,4,3,12,1,17
445,1443,1,0,0,-4,0,1,2,14,-4,2,3,4,1,2,3,2,305,0,3,2,0,5,0,0,-4,0,17,0,-4,2000,0,12,9,2,5,0,-4,809,159,-4,50,2,13500,4,55850,0,2,1,9,-4,7860,2320,9990,0,2,38000,-4,-4,0,-4,2,3,16,1,23
445,1444,1,0,1,1,1,1,7,12,0,2,2,4,1,1,3,2,-4,0,1,2,0,5,0,0,-4,0,16,5,15,29900,0,13,10,0,-4,0,-4,739,64,-4,-4,0,67000,1,67000,0,1,0,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1445,1,0,1,1,1,2,7,16,-4,1,2,2,2,3,3,2,100,1,1,2,0,5,0,0,-4,0,18,1,-4,16300,0,12,7,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1446,1,1,0,-4,1,1,2,12,-4,4,3,2,4,4,1,3,-3,1,2,2,0,3,-3,0,-4,0,0,1,17,10000,0,12,9,2,6,0,-4,857,-3,-4,-4,3,35000,4,35000,0,3,2,31,-4,7860,5420,4700,52,-4,61000,-4,-4,8000,-4,4,3,14,1,16
445,1447,1,1,0,-4,1,1,2,16,-4,2,2,3,2,2,3,2,-4,1,3,1,0,2,0,0,-4,0,17,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1448,1,1,0,-4,1,1,2,15,0,2,4,4,4,4,4,2,245,1,2,1,0,2,1,-5,-5,-5,19,2,20,20000,0,13,9,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1449,1,1,1,1,1,1,7,12,0,2,2,3,3,2,3,3,495,0,1,1,0,7,-3,0,-4,0,19,1,-4,12000,0,12,10,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1450,1,1,1,1,1,1,7,9,0,3,3,4,2,3,3,2,-4,0,1,1,0,7,-3,0,-4,0,14,0,-4,4600,-3,9,8,0,-4,0,-4,19,486,-4,30,-4,25000,3,-2,-3,2,1,138,-4,7770,4250,9990,-2,-4,-1,-4,-4,-4,-4,1,3,9,1,10
445,1451,1,1,1,1,1,1,7,12,-4,3,2,2,2,1,3,3,-4,-2,1,2,1,5,1,0,-4,0,0,0,-4,0,-3,8,3,2,8,0,-4,637,276,-4,40,3,-2,5,-2,-3,2,1,9,-4,5170,5240,6230,-2,-4,-2,-2,-2,22000,-4,4,3,8,0,7
445,1452,1,1,1,1,0,1,0,12,-4,3,3,2,2,2,3,3,755,0,1,1,0,6,-3,0,-4,0,18,2,13,14000,0,8,10,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,31,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1453,2,-4,1,4,-4,1,1,18,0,2,3,3,2,3,3,2,72,1,3,1,0,1,0,0,-4,0,0,0,-4,-5,-5,-5,-5,-5,-5,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1454,1,1,1,1,1,1,7,16,-4,1,1,3,1,2,3,2,142,1,1,2,0,6,0,0,-4,0,0,0,-4,22000,0,12,4,2,5,0,-4,838,446,-4,50,2,22000,5,47000,0,2,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1455,1,1,0,-4,1,1,2,7,0,4,4,2,4,4,1,4,-4,0,3,2,1,6,0,0,-4,1,12,1,-4,0,0,7,6,4,11,0,-4,778,449,-4,96,4,6000,2,36000,0,2,1,14,-4,8660,4230,9130,-4,-4,0,-4,-4,-4,-4,2,3,7,0,17
445,1456,1,1,0,-4,1,2,9,12,-4,3,3,4,-2,2,2,2,245,0,3,1,0,5,0,0,-4,0,16,5,-4,5000,1,8,14,0,-4,-5,-5,69,866,-4,-4,-4,0,2,0,1,3,2,4,-4,8660,4250,-4,-4,6,0,-4,-4,-4,-4,3,3,12,1,20
445,1457,1,1,0,-4,1,1,2,14,0,3,2,3,3,3,3,3,964,0,3,1,0,5,-3,1,18,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1458,1,1,0,-4,1,1,2,12,0,3,2,1,1,2,4,2,180,0,3,1,0,1,0,0,-4,0,0,0,-4,-5,-5,-5,-5,-5,-5,0,-4,448,376,-4,40,-4,20000,4,62000,0,2,1,155,-4,6680,5240,1000,52,-4,0,-4,-4,76000,-4,3,3,12,1,13
445,1459,1,1,0,-4,-3,1,2,12,-4,2,3,2,1,3,3,2,-4,0,3,2,0,2,0,0,-4,0,-4,0,-4,21800,-3,12,3,1,7,0,-4,848,203,-4,-4,1,25000,3,-2,-3,3,3,27,-4,7970,3320,-4,-4,-4,60000,-4,-4,-4,-4,1,3,14,2,11
445,1460,1,0,0,-4,0,1,7,12,0,2,2,3,2,2,3,2,-4,0,3,2,0,1,1,0,-4,0,14,5,-4,0,0,12,7,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,44,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1461,1,0,0,-4,0,1,7,16,1,3,2,3,1,2,3,2,-4,0,3,1,0,1,0,1,20,1,14,5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-4,8770,7200,9990,-2,-4,0,-4,-4,-4,-4,1,3,12,1,24
445,1462,1,1,0,-4,0,2,2,12,0,2,2,3,2,2,3,2,441,0,3,1,1,2,0,1,16,1,17,5,-4,16000,-3,12,16,0,-4,6,16,69,849,-4,-4,-4,27900,2,27900,0,3,3,26,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1463,1,1,0,-4,0,1,9,14,0,1,1,4,2,2,4,2,83,0,3,2,0,1,0,0,-4,0,18,3,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1464,1,1,0,-4,1,1,2,9,-4,3,3,2,2,3,2,3,715,0,3,1,0,4,1,-5,-5,-5,0,0,-4,7000,1,7,9,3,3,6,18,757,505,100,-2,-4,10000,1,30000,0,3,3,11,-4,2880,7150,4700,52,-4,50000,-4,-4,45000,-4,7,3,12,1,14
445,1465,1,0,0,-4,1,2,5,12,-4,2,3,3,3,3,3,2,355,0,3,2,0,5,0,0,-4,0,16,5,13,300,1,8,13,1,5,1,16,728,453,-4,70,1,7000,2,9494,1,3,3,30,-4,8680,4050,210,44,13,0,-4,-4,0,-4,2,2,8,0,24
445,1466,1,0,0,-4,1,1,2,12,-4,2,3,2,2,4,3,4,481,0,3,1,0,6,0,1,16,1,13,2,-4,17000,0,12,16,0,-4,4,0,69,869,-4,-4,-4,37000,3,-2,-3,3,3,44,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1467,1,1,0,-4,1,1,-2,12,0,2,2,3,2,3,3,3,925,0,3,2,0,3,-3,0,-4,0,17,0,-4,0,-3,7,2,0,-4,0,-4,-4,-4,-4,-4,1,0,6,-2,-3,3,3,13,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,1468,1,1,0,-4,1,1,2,12,0,1,2,4,2,2,3,2,25,0,3,1,0,4,0,0,-4,0,18,0,-4,35000,0,12,6,1,16,0,-4,69,567,-4,-4,-4,45000,2,69000,0,3,3,-998,-4,7860,7340,4110,52,1,45000,-4,-4,20000,-4,3,3,12,1,16
445,1469,1,1,0,-4,1,1,2,9,0,2,2,3,2,3,2,2,-4,0,3,2,1,4,0,0,-4,0,24,3,13,11000,0,9,5,1,7,5,24,247,376,245,20,3,-2,2,-2,-3,3,1,8,-4,6870,5330,6200,52,-4,24161,-4,-4,49450,-4,2,3,12,1,16
445,1470,1,1,0,-4,1,1,2,8,0,2,2,4,1,2,4,3,-4,0,3,2,1,3,1,0,-4,1,16,5,13,0,0,13,8,1,11,4,16,427,364,-4,45,2,35000,2,113200,0,2,1,7,-4,8080,1820,4850,52,-4,50000,-4,-4,-4,-4,1,3,18,1,18
445,1471,1,1,0,-4,-3,1,1,12,0,2,2,3,3,2,3,3,245,0,3,1,1,3,0,1,17,1,25,-5,-5,9000,0,8,15,0,-4,0,-4,69,575,-4,-4,-4,60000,4,-2,-3,3,3,7,-4,770,220,-4,-4,-4,60000,-4,-4,0,-4,4,3,8,1,26
