"A0002500","R0000100","R0000700","R0001010","R0001100","R0001200","R0001610","R0001800","R0010300","R0023500","R0029100","R0153800","R0153900","R0154000","R0154100","R0154300","R0154400","R0154500","R0170100","R0171800","R0214700","R0214800","R0217501","R0217502","R0217910","R0306700","R0307000","R0307100","R1021700","R1395100","R1395400","R3279401","R3400800","R3401501","R3403500","R3407700","R3407800","R6430800","R6430900","R6591300","R6592900","R6738700","R6749800","R6839600","R6909701","R7006400","R7006500","R7006600","R7006900","R7007000","R9909700","T3206901","T3308200","T3308700","T3495400","T3506500","T3976400","T3977400","T3977500","T3977600","T3987600","T3987800","T4112200","T4112700","T4113000","T4114600","T4114900"
445,10597,1,0,0,-4,0,1,7,18,1,2,2,2,2,2,4,1,245,0,3,2,1,7,-3,0,-4,0,14,5,14,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,14,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10598,1,1,0,-4,1,2,2,14,1,1,2,3,2,2,4,2,964,1,2,2,0,1,0,0,-4,0,17,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10599,1,0,0,-4,0,1,7,13,1,-2,3,2,3,3,2,3,-4,0,3,2,1,6,0,0,-4,0,18,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10600,1,1,1,1,1,1,7,13,1,3,3,3,3,3,3,3,83,0,1,1,0,5,-3,0,-4,0,17,-5,-5,0,0,12,13,1,2,5,16,0,575,-4,-4,-4,28000,3,28000,0,3,3,0,-4,770,6350,-4,-4,-4,34000,-4,-4,-4,-4,1,3,12,2,16
445,10601,1,0,0,-4,0,1,1,12,1,2,2,4,2,2,3,2,3,0,2,1,0,6,-3,0,-4,0,-4,0,-4,26492,0,12,1,1,6,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10602,2,-4,1,1,0,1,7,17,1,2,2,2,3,4,3,3,370,1,1,2,0,1,0,0,-4,0,24,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10603,1,1,0,-4,1,1,2,16,1,1,2,4,3,1,3,2,180,0,2,1,0,1,0,1,21,1,15,4,-4,7000,0,12,8,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10604,2,-4,1,4,1,2,4,14,1,1,2,2,1,1,4,1,-4,0,3,2,0,1,0,0,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10605,2,-4,0,-4,0,1,2,16,1,2,3,1,3,3,3,2,230,1,2,1,0,1,0,0,-4,0,15,2,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,67,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10606,1,1,0,-4,0,1,9,14,1,2,2,3,2,2,3,2,240,1,2,1,0,1,0,1,22,0,20,0,-4,13000,0,15,13,0,-4,0,-4,539,19,-4,-4,-4,20000,1,21400,0,1,0,-998,-4,4270,160,-4,-4,2,22000,-4,-4,-4,-4,1,3,15,1,17
445,10607,1,1,0,-4,1,2,2,12,1,1,1,3,2,2,3,2,245,0,2,2,0,1,-3,0,-4,0,21,3,18,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10608,1,1,0,-4,1,2,2,16,1,1,2,3,2,1,3,2,180,1,2,1,0,1,1,0,-4,0,21,1,17,0,0,13,2,1,8,0,-4,798,749,372,46,-4,0,3,102000,0,2,1,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10609,1,0,0,-4,0,1,7,16,1,4,3,3,3,3,3,2,964,1,3,1,0,1,1,0,-4,0,17,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10610,1,-4,1,1,0,1,7,17,1,1,2,2,2,1,4,2,85,1,1,2,0,1,1,0,-4,0,18,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10611,1,0,0,-4,0,1,0,12,1,2,3,3,3,2,3,3,473,0,3,1,0,1,0,0,-4,0,16,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10612,1,0,0,-4,0,1,1,16,1,1,2,3,2,2,4,2,175,1,3,1,0,1,0,0,-4,0,18,3,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10613,1,0,0,-4,0,1,7,14,1,2,2,3,2,2,3,2,-4,0,3,1,0,1,0,0,-4,0,17,2,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10614,1,1,0,-4,1,1,7,16,1,2,2,2,2,2,3,2,245,1,3,1,0,1,0,0,-4,0,18,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-999,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10615,1,1,0,-4,1,1,4,16,1,1,2,3,3,2,3,2,75,0,2,2,0,1,0,0,-4,0,19,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,14,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10616,1,1,0,-4,1,1,2,16,1,2,2,3,1,1,4,1,4,1,2,1,1,3,0,0,-4,1,18,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10617,1,0,0,-4,0,2,7,18,1,2,2,2,2,2,3,2,181,0,3,1,0,2,1,0,-4,0,16,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10618,1,0,1,2,0,2,7,18,1,1,2,3,2,2,3,2,85,1,3,2,0,1,0,0,-4,0,0,2,15,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,14,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10619,1,0,0,-4,0,1,2,16,1,1,3,4,2,3,4,3,372,0,2,2,0,1,0,0,-4,0,20,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10620,1,1,0,-4,1,1,9,14,1,2,2,3,2,3,3,3,-4,0,3,1,1,3,0,0,-4,0,13,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,35,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10621,1,1,0,-4,1,1,9,14,1,1,3,3,2,3,4,2,75,1,2,2,2,2,0,0,-4,0,16,2,19,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10622,1,0,0,-4,0,1,2,18,1,1,1,2,1,2,3,2,31,1,2,2,0,2,0,0,-4,0,19,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-997,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10623,1,0,1,2,0,1,7,17,1,1,1,4,2,2,3,2,185,1,3,1,1,2,0,0,-4,0,18,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10624,1,0,0,-4,0,1,5,14,1,1,2,2,1,2,4,1,76,0,3,2,0,1,0,0,-4,0,0,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10625,1,0,0,-4,0,1,4,16,1,1,1,1,1,2,3,1,1,1,3,2,0,1,0,0,-4,0,18,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10626,1,0,0,-4,0,2,7,14,1,2,2,3,2,2,3,2,190,0,3,2,0,1,0,0,-4,1,18,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,13,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10627,1,0,0,-4,1,1,0,16,1,1,1,4,2,1,3,1,-4,0,3,2,3,1,0,0,-4,0,18,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,58,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10628,1,0,1,1,0,1,7,14,1,1,2,4,2,1,3,2,101,0,1,2,0,1,0,1,15,1,16,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10629,1,0,0,-4,0,1,7,16,1,2,2,2,3,3,4,2,-4,0,3,2,0,1,-3,0,-4,0,18,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10630,1,1,0,-4,1,1,2,16,1,2,2,4,2,3,3,2,245,1,2,2,2,1,-3,0,-4,0,23,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10631,1,1,0,-4,0,1,9,16,1,4,4,3,2,3,2,3,475,1,2,1,1,2,0,0,-4,0,19,1,17,14000,0,14,10,0,-4,0,-4,838,95,192,37,-4,26000,6,58000,0,2,1,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10632,1,1,0,-4,1,1,9,16,1,1,1,4,2,1,4,1,381,1,2,1,0,1,0,0,-4,0,14,2,-4,26000,0,16,13,1,0,0,-4,848,389,-4,40,-4,44000,4,96000,0,2,1,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10633,1,0,0,-4,0,1,5,16,1,2,2,2,2,2,3,2,-4,0,3,2,1,1,-3,0,-4,0,18,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10634,1,1,0,-4,1,1,2,16,1,2,2,2,2,2,3,2,75,1,2,2,1,2,0,0,-4,0,-4,1,-2,18000,0,13,5,3,-3,0,-4,927,424,-4,40,3,24000,5,58000,0,2,1,16,-4,7280,5240,3730,-4,-4,0,-4,-4,-4,-4,1,3,15,1,6
445,10635,1,0,0,-4,0,1,1,13,1,2,2,2,2,2,3,2,-4,0,3,1,0,1,0,0,-4,1,-5,5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10636,1,0,0,-4,0,1,7,18,1,2,1,4,1,2,3,2,31,0,3,2,0,1,-3,0,-4,0,20,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-997,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10637,1,0,0,-4,0,1,5,17,1,1,1,4,1,1,4,1,964,1,1,2,1,1,0,-5,-5,-5,18,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10638,1,1,0,-4,1,1,9,12,1,2,2,3,2,2,2,2,964,0,3,1,1,3,0,0,-4,0,19,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10639,1,0,0,-4,0,1,5,12,1,2,2,3,2,2,3,2,461,1,3,1,0,1,0,0,-4,0,16,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,15,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10640,1,1,0,-4,1,1,2,12,1,3,3,4,1,2,3,2,230,0,3,1,1,4,1,1,18,1,0,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,20,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10641,1,0,0,-4,0,1,2,12,1,2,2,3,2,2,2,2,-4,1,3,1,0,1,0,0,-4,1,16,1,18,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10642,1,0,0,-4,0,1,2,17,1,2,2,4,2,2,2,2,4,0,2,1,1,2,0,0,-4,0,0,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,66,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10643,1,0,0,-4,0,1,5,12,1,1,4,4,3,2,3,2,-3,0,3,1,0,1,0,0,-4,0,18,2,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,22,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10644,1,0,0,-4,0,1,7,14,1,1,2,2,2,2,3,2,265,-2,3,2,0,1,0,0,-4,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10645,1,0,1,1,0,1,7,12,1,1,3,4,2,1,4,2,590,0,1,2,1,2,0,0,-4,0,17,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10646,1,0,0,-4,0,1,7,14,1,1,2,2,2,3,3,2,1,0,3,2,0,1,-3,0,-4,0,18,2,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10647,1,0,0,-4,0,1,7,17,1,1,1,2,2,1,3,2,-4,1,3,2,0,1,0,0,-4,0,15,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10648,1,0,0,-4,0,1,2,16,1,1,1,2,2,1,4,1,3,0,2,2,0,1,1,0,-4,0,19,3,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10649,1,0,0,-4,0,1,9,16,1,1,2,4,2,2,3,1,81,1,3,2,1,2,1,0,-4,0,18,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,22,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10650,1,0,0,-4,0,1,2,16,1,1,2,3,1,3,4,2,376,-2,2,2,0,1,0,0,-4,0,0,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,13,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10651,1,0,0,-4,0,1,5,16,1,1,1,4,1,1,4,3,372,1,3,2,0,1,0,0,-4,0,18,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,24,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10652,1,0,0,-4,0,1,7,16,1,1,2,3,1,1,3,2,142,0,3,2,0,1,0,0,-4,0,21,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10653,1,0,1,4,0,3,7,14,1,2,2,2,3,2,3,2,245,1,3,2,0,1,1,0,-4,0,16,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,49,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10654,1,0,1,4,0,2,7,17,1,1,2,3,1,1,4,1,180,1,3,1,0,1,-3,0,-4,0,16,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10655,1,0,0,-4,0,1,1,14,1,3,3,2,3,3,2,3,944,1,2,1,1,2,0,0,-4,1,19,4,14,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10656,1,1,0,-4,1,1,0,17,1,2,2,3,2,2,3,3,93,1,3,1,0,1,0,1,15,0,16,5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10657,1,0,0,-4,0,1,2,13,1,2,2,4,2,3,3,2,415,1,2,1,1,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,23,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10658,1,0,0,-4,0,2,7,12,1,2,2,3,3,2,2,4,470,0,3,1,1,2,0,0,-4,1,16,2,13,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10659,1,1,0,-4,1,2,5,12,1,3,3,2,3,3,3,3,801,0,3,1,2,1,0,0,-4,0,18,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,15,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10660,1,0,0,-4,0,1,1,14,1,2,2,2,2,2,3,2,25,0,3,1,0,1,0,0,-4,0,16,5,17,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10661,1,1,0,-4,1,2,7,-2,1,2,2,2,1,2,3,2,-4,1,2,1,0,1,0,0,-4,0,20,1,14,32489,0,14,4,3,8,1,35,69,364,-4,-4,-4,36000,1,36000,0,3,2,-998,-4,3670,8220,5240,-4,-4,52000,-4,-4,-4,-4,1,1,14,1,14
445,10662,1,0,1,1,0,1,7,17,1,1,2,2,2,2,3,2,-4,1,1,1,0,1,1,1,11,1,13,5,-4,18000,0,13,10,0,-4,-1,-4,108,728,-4,-4,-4,0,1,0,1,3,3,0,-4,9470,6720,7800,-4,-4,0,-4,-4,-4,-4,1,2,13,1,17
445,10663,1,1,0,-4,1,2,2,12,1,2,2,3,2,2,3,2,485,0,3,1,0,1,0,0,-4,0,19,3,17,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,26,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10664,1,1,0,-4,1,1,2,14,1,2,3,3,2,3,3,3,245,1,2,1,0,1,0,0,-4,0,0,0,-4,3000,0,12,3,3,7,0,-4,927,424,-4,56,-4,35000,3,60000,0,2,1,8,-4,9470,3800,5550,52,1,59000,-4,-4,58000,-4,2,3,12,0,5
445,10665,1,0,0,-4,0,2,1,12,1,1,2,3,3,2,4,3,472,1,3,1,0,1,1,1,9,1,10,5,-2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10666,1,1,0,-4,1,1,2,12,1,2,3,2,3,3,3,3,314,0,2,1,0,1,0,0,-4,0,17,4,-4,15000,0,12,20,0,-4,3,19,858,453,-4,-4,-4,17000,1,17000,0,3,3,6,-4,5380,4220,5700,-4,3,17000,-4,-4,-4,-4,1,3,12,1,37
445,10667,1,0,0,-4,1,1,1,16,1,2,2,3,2,1,2,1,245,0,2,1,0,1,0,1,18,1,18,4,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10668,1,1,1,2,1,1,2,9,1,4,3,3,2,4,3,3,964,0,2,1,0,1,-3,0,-4,1,23,-5,-5,9000,0,12,7,1,6,0,-4,-4,-4,-4,-4,-4,0,1,0,1,1,0,291,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10669,1,0,0,-4,0,2,9,13,1,2,2,2,1,2,3,2,436,1,3,1,1,2,0,0,-4,0,18,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,13,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10670,1,1,0,-4,1,1,7,18,1,2,2,3,2,2,3,2,31,1,2,1,0,1,0,0,-4,0,15,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10671,1,0,0,-4,0,1,1,13,1,2,3,2,2,2,3,2,-4,0,3,1,0,1,0,0,-4,0,17,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10672,1,0,0,-4,0,1,0,12,1,1,2,2,2,2,3,2,-4,0,2,1,0,7,0,0,-4,0,18,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,58,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10673,1,0,0,-4,0,1,0,12,1,2,2,3,2,3,4,2,680,0,3,1,0,3,0,1,14,0,16,5,15,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-997,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10674,2,-4,1,4,0,1,0,12,1,2,3,2,2,2,3,2,-4,0,3,2,0,1,1,0,-4,0,0,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10675,1,0,0,-4,0,1,2,17,1,2,3,3,4,2,4,3,245,0,2,1,0,1,1,-5,-5,-5,18,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
